5.400000000000000355e-01 9.118342974329831751e-05 1.000000000000000000e+00 0.000000000000000000e+00
5.600000000000000533e-01 8.858366149961624829e-05 8.856225845249011686e-01 1.143774154750988314e-01
5.800000000000000711e-01 7.842849825213178867e-05 8.751596428582810727e-01 1.248403571417189273e-01
5.999999999999999778e-01 8.537405377024803277e-05 8.549487433352499499e-01 1.450512566647500501e-01
6.199999999999999956e-01 1.123009501850920718e-04 8.182042865666256937e-01 1.817957134333743063e-01
6.400000000000000133e-01 1.626241240132731141e-04 8.284306824585433437e-01 1.715693175414566563e-01
6.600000000000000311e-01 2.408429911976107062e-04 8.237356428804354369e-01 1.762643571195645631e-01
6.800000000000000488e-01 3.447536973460655469e-04 7.688898476330957577e-01 2.311101523669042423e-01
7.000000000000000666e-01 4.680592289139604316e-04 7.600397677645168715e-01 2.399602322354831285e-01
7.199999999999999734e-01 6.092190042180006598e-04 7.424953685384878543e-01 2.575046314615121457e-01
7.399999999999999911e-01 7.802387408227907462e-04 7.075495454853670818e-01 2.924504545146329182e-01
7.600000000000000089e-01 9.440976383531309588e-04 7.004299494248976687e-01 2.995700505751023313e-01
7.800000000000000266e-01 1.107399245823293809e-03 6.894844715586275763e-01 3.105155284413724237e-01
8.000000000000000444e-01 1.266079463046028853e-03 6.724950627307308970e-01 3.275049372692691030e-01
8.200000000000000622e-01 1.387348476053733813e-03 6.682563314204370553e-01 3.317436685795629447e-01
8.400000000000000799e-01 1.493815391595875201e-03 6.630916616298330180e-01 3.369083383701669820e-01
8.599999999999999867e-01 1.575894600332157242e-03 6.593638980432119379e-01 3.406361019567880621e-01
8.800000000000000044e-01 1.633109638166535885e-03 6.541538760392702212e-01 3.458461239607297788e-01
9.000000000000000222e-01 1.652870771915520296e-03 6.498848785311232001e-01 3.501151214688767999e-01
9.200000000000000400e-01 1.637714899074318217e-03 6.584361504923635922e-01 3.415638495076364078e-01
9.400000000000000577e-01 1.603376646282725793e-03 6.682344133129343167e-01 3.317655866870656833e-01
9.599999999999999645e-01 1.555534715455534137e-03 6.774638796218299674e-01 3.225361203781700326e-01
9.799999999999999822e-01 1.487930056484122006e-03 6.888203529160067395e-01 3.111796470839932605e-01
1.000000000000000000e+00 1.412045909887950368e-03 7.028692041443771465e-01 2.971307958556228535e-01
1.020000000000000018e+00 1.337761789901329487e-03 7.132638267656179476e-01 2.867361732343820524e-01
1.040000000000000036e+00 1.246168450102695538e-03 7.327187672196313617e-01 2.672812327803686383e-01
1.060000000000000053e+00 1.167254833032402121e-03 7.521173587935420235e-01 2.478826412064579765e-01
1.080000000000000071e+00 1.094703937771106467e-03 7.678896551980980423e-01 2.321103448019019577e-01
1.100000000000000089e+00 1.033478638048018934e-03 7.983257895016377947e-01 2.016742104983622053e-01
1.120000000000000107e+00 1.001897109065190980e-03 8.035695519275294352e-01 1.964304480724705648e-01
1.140000000000000124e+00 9.847091687376265806e-04 7.990955757142135241e-01 2.009044242857864759e-01
1.160000000000000142e+00 9.546722672837937816e-04 8.189715781995364763e-01 1.810284218004635237e-01
1.179999999999999938e+00 9.230312628682413268e-04 8.324095079160794830e-01 1.675904920839205170e-01
1.199999999999999956e+00 8.919943623147789935e-04 8.427847252723202898e-01 1.572152747276797102e-01
1.219999999999999973e+00 8.670829596833396630e-04 8.458780486081228789e-01 1.541219513918771211e-01
1.239999999999999991e+00 8.479610061224967642e-04 8.441388506669638137e-01 1.558611493330361863e-01
1.260000000000000009e+00 8.172503949461114563e-04 8.634512849349768038e-01 1.365487150650231962e-01
1.280000000000000027e+00 7.846245994107860222e-04 8.787825058100603437e-01 1.212174941899396563e-01
1.300000000000000044e+00 7.565521625727269443e-04 8.739154498674028826e-01 1.260845501325971174e-01
1.320000000000000062e+00 7.276571166355867573e-04 8.850312798382297119e-01 1.149687201617702881e-01
1.340000000000000080e+00 6.972539775190633076e-04 9.063190682295747536e-01 9.368093177042524644e-02
1.360000000000000098e+00 6.783340880587719179e-04 9.203992379024760195e-01 7.960076209752398047e-02
1.380000000000000115e+00 6.611202072837165170e-04 9.267744869099583394e-01 7.322551309004166065e-02
1.400000000000000133e+00 6.383806402141169872e-04 9.363678048320950298e-01 6.363219516790497021e-02
1.419999999999999929e+00 6.055079493849427601e-04 9.598647049393544961e-01 4.013529506064550390e-02
1.439999999999999947e+00 5.670769746501560637e-04 9.785466366828285967e-01 2.145336331717140332e-02
1.459999999999999964e+00 5.374875083983795057e-04 9.719802311274026163e-01 2.801976887259738369e-02
1.479999999999999982e+00 5.033030413860593768e-04 9.769840846614545882e-01 2.301591533854541183e-02
1.500000000000000000e+00 4.680639982585405078e-04 9.938928027332660786e-01 6.107197266733921381e-03
1.520000000000000018e+00 4.437110591160949480e-04 9.899421868991411522e-01 1.005781310085884783e-02
1.540000000000000036e+00 4.134612886927154082e-04 9.874055962526562258e-01 1.259440374734377421e-02
1.560000000000000053e+00 3.932583447937557292e-04 9.755562385624197974e-01 2.444376143758020259e-02
1.580000000000000071e+00 3.725302564714419971e-04 9.863986628610109664e-01 1.360133713898903363e-02
1.600000000000000089e+00 3.641186366465617216e-04 1.000000000000000000e+00 0.000000000000000000e+00
