1.993750000000000036e-02 8.816351722375767109e-04
3.981250000000000067e-02 1.927331537447347703e-04
5.968749999999999750e-02 1.097781690469939509e-04
7.956249999999999434e-02 3.078765077930611851e-04
9.943749999999999811e-02 2.003039964884627462e-04
1.193125000000000019e-01 1.360976974072507727e-04
1.391875000000000195e-01 1.422712822887242906e-04
1.590624999999999956e-01 1.133335770044263018e-04
1.789375000000000271e-01 9.681251452407775668e-05
1.988125000000000031e-01 9.938644090303077358e-05
2.186875000000000346e-01 1.797348610365948854e-04
2.385625000000000107e-01 2.277964364825215934e-04
2.584374999999999867e-01 4.229691289977722439e-04
2.783125000000000182e-01 4.568309814884049559e-04
2.981875000000000497e-01 5.193747600547205141e-04
3.180625000000000258e-01 6.271625583328579306e-04
3.379375000000000018e-01 5.695036390323900046e-04
3.578124999999999778e-01 5.966415924560430689e-04
3.776875000000000093e-01 6.084754921895839342e-04
3.975625000000000409e-01 5.620192741262840372e-04
4.174375000000000169e-01 6.249684663311583102e-04
4.373124999999999929e-01 5.967472992862261297e-04
4.571875000000000244e-01 5.706120135843990859e-04
4.770625000000000004e-01 5.959046228434642690e-04
4.969374999999999765e-01 6.650964790442475240e-04
5.168125000000000080e-01 7.245084998459497966e-04
5.366874999999999840e-01 6.817412817385533081e-04
5.565625000000000711e-01 7.078843486470754983e-04
5.764374999999999361e-01 6.279742608078523131e-04
5.963125000000000231e-01 7.304007788719308995e-04
6.161875000000001101e-01 7.488764730525039517e-04
6.360624999999999751e-01 8.531363598571668500e-04
6.559375000000000622e-01 7.003910035762756382e-04
6.758124999999999272e-01 7.886125864114202407e-04
6.956875000000000142e-01 5.945615347570771224e-04
7.155625000000001013e-01 6.292717839343728607e-04
7.354374999999999662e-01 6.907931445340385846e-04
7.553125000000000533e-01 7.204070513289869077e-04
7.751875000000000293e-01 7.586533291515248044e-04
7.950625000000000053e-01 8.117095327716154296e-04
8.149375000000000924e-01 7.525507279446481870e-04
8.348124999999999574e-01 6.629999853086234818e-04
8.546875000000000444e-01 7.030986014381742028e-04
8.745625000000000204e-01 5.850319239054410474e-04
8.944374999999999964e-01 5.778753259091667796e-04
9.143125000000000835e-01 4.892633884107733602e-04
9.341874999999999485e-01 4.328360095484890349e-04
9.540625000000000355e-01 4.205362458344052957e-04
9.739375000000000115e-01 3.494698023206101070e-04
9.938124999999999876e-01 2.656418621875725303e-04
1.013687500000000075e+00 2.184518905665354057e-04
1.033562499999999940e+00 1.851194986986236029e-04
1.053437500000000027e+00 1.627979663972347040e-04
1.073312500000000114e+00 1.285868097999247946e-04
1.093187499999999979e+00 1.048874567361494714e-04
1.113062500000000066e+00 7.606900679837968245e-05
1.132937500000000153e+00 6.776474800135501200e-05
1.152812500000000018e+00 5.376482217595021456e-05
1.172687499999999883e+00 3.977860573153222502e-05
1.192562500000000192e+00 3.443058252740376974e-05
1.212437500000000057e+00 2.459981832980624432e-05
1.232312499999999922e+00 1.867131496183266454e-05
1.252187500000000009e+00 1.333825472919986785e-05
1.272062500000000096e+00 1.213219540217098262e-05
1.291937499999999961e+00 9.083119001662613663e-06
1.311812500000000048e+00 7.774738138112448214e-06
1.331687500000000135e+00 4.797607721027285448e-06
1.351562500000000000e+00 4.738354852653247419e-06
1.371437499999999865e+00 2.816516087307637354e-06
1.391312500000000174e+00 8.298820119151201617e-07
1.411187500000000039e+00 0.000000000000000000e+00
1.431062499999999904e+00 0.000000000000000000e+00
1.450937499999999991e+00 0.000000000000000000e+00
1.470812500000000078e+00 0.000000000000000000e+00
1.490687499999999943e+00 0.000000000000000000e+00
1.510562500000000030e+00 0.000000000000000000e+00
1.530437500000000117e+00 0.000000000000000000e+00
1.550312499999999982e+00 0.000000000000000000e+00
1.570187500000000069e+00 0.000000000000000000e+00
1.590062500000000156e+00 0.000000000000000000e+00
