1.993750000000000036e-02 8.632100424324520155e-03
3.981250000000000067e-02 5.389839786652341792e-03
5.968749999999999750e-02 4.541218877948653525e-03
7.956249999999999434e-02 7.036953948115625378e-03
9.943749999999999811e-02 6.092139382416652919e-03
1.193125000000000019e-01 5.171781822739619783e-03
1.391875000000000195e-01 3.071246894145641341e-03
1.590624999999999956e-01 1.357051234964398809e-03
1.789375000000000271e-01 1.096121394242889017e-03
1.988125000000000031e-01 8.111741789718749816e-04
2.186875000000000346e-01 7.043354127810166681e-04
2.385625000000000107e-01 5.979991338562488847e-04
2.584374999999999867e-01 5.670609821520384989e-04
2.783125000000000182e-01 3.675093339958906448e-04
2.981875000000000497e-01 3.667200266313563124e-04
3.180625000000000258e-01 2.796242042659506351e-04
3.379375000000000018e-01 1.966910722379539586e-04
3.578124999999999778e-01 1.395338663009547528e-04
3.776875000000000093e-01 8.914674537549521587e-05
3.975625000000000409e-01 7.083078805578596265e-05
4.174375000000000169e-01 6.743452228050784189e-05
4.373124999999999929e-01 1.258795083183699998e-04
4.571875000000000244e-01 1.473946078272172339e-04
4.770625000000000004e-01 1.088648887798551935e-04
4.969374999999999765e-01 1.035492989244556848e-04
5.168125000000000080e-01 6.178733620212173503e-05
5.366874999999999840e-01 5.082186040484416015e-05
5.565625000000000711e-01 5.922553228193766587e-05
5.764374999999999361e-01 5.881831870610515202e-05
5.963125000000000231e-01 8.277888532213816322e-05
6.161875000000001101e-01 1.220643864892724051e-04
6.360624999999999751e-01 1.592816885800865808e-04
6.559375000000000622e-01 1.532869301435416250e-04
6.758124999999999272e-01 2.420418067048621673e-04
6.956875000000000142e-01 2.720032252615541923e-04
7.155625000000001013e-01 4.450556899803982560e-04
7.354374999999999662e-01 5.888026872260154927e-04
7.553125000000000533e-01 7.576455294967955178e-04
7.751875000000000293e-01 8.831032038586082624e-04
7.950625000000000053e-01 1.009418964243650194e-03
8.149375000000000924e-01 1.082356234231647996e-03
8.348124999999999574e-01 1.181997134056171281e-03
8.546875000000000444e-01 1.267186122066595337e-03
8.745625000000000204e-01 1.162424955507359008e-03
8.944374999999999964e-01 1.247976545636352540e-03
9.143125000000000835e-01 1.259944397036051426e-03
9.341874999999999485e-01 1.202777466739140752e-03
9.540625000000000355e-01 1.276568223555169445e-03
9.739375000000000115e-01 1.218378855662967343e-03
9.938124999999999876e-01 1.045558002718615081e-03
1.013687500000000075e+00 9.268653777045579752e-04
1.033562499999999940e+00 8.557462200156016599e-04
1.053437500000000027e+00 8.904569985939264892e-04
1.073312500000000114e+00 8.312445969713522058e-04
1.093187499999999979e+00 7.530283242783227145e-04
1.113062500000000066e+00 7.270549761167101202e-04
1.132937500000000153e+00 7.254941151596208020e-04
1.152812500000000018e+00 7.319484694898934201e-04
1.172687499999999883e+00 7.130727096027527842e-04
1.192562500000000192e+00 6.845588245554938035e-04
1.212437500000000057e+00 6.916310555839315062e-04
1.232312499999999922e+00 6.299012196237864817e-04
1.252187500000000009e+00 5.771272756144428138e-04
1.272062500000000096e+00 5.494428541442641359e-04
1.291937499999999961e+00 5.875543020644902886e-04
1.311812500000000048e+00 5.389736778280571289e-04
1.331687500000000135e+00 5.133353491732895292e-04
1.351562500000000000e+00 5.334558113868845004e-04
1.371437499999999865e+00 4.581446899484313507e-04
1.391312500000000174e+00 4.763460156454371987e-04
1.411187500000000039e+00 4.616795914198048353e-04
1.431062499999999904e+00 4.093207414988940421e-04
1.450937499999999991e+00 4.145052545496578987e-04
1.470812500000000078e+00 4.289216842320185599e-04
1.490687499999999943e+00 3.116712034104499062e-04
1.510562500000000030e+00 2.830100368211150479e-04
1.530437500000000117e+00 2.493258354927609154e-04
1.550312499999999982e+00 2.580875242299354461e-04
1.570187500000000069e+00 2.615648700108620097e-04
1.590062500000000156e+00 2.387717967193391650e-04
