# col1  newnz                 frac               frac_hip           
  1.315 7.68593920194543E-4   0.8223815917642514 0.1776184082357486 
  1.325 7.581969111785809E-4  0.8281748143051189 0.17182518569488114
  1.335 7.48062560359027E-4   0.8348160306307753 0.16518396936922475
  1.345 7.406442237927038E-4  0.8348158820183457 0.16518411798165433
  1.355 7.248616866892029E-4  0.8456087328308896 0.15439126716911045
  1.365 7.199470323059005E-4  0.8446916526384605 0.15530834736153953
  1.375 7.062422815304701E-4  0.8479178359366956 0.15208216406330444
  1.385 6.929360743641415E-4  0.8513752585286032 0.14862474147139682
  1.395 6.808736382235038E-4  0.8569260900572353 0.1430739099427647 
  1.405 6.728617350365649E-4  0.8580485883530481 0.1419514116469519 
  1.415 6.590382791694159E-4  0.866028623481589  0.13397137651841096
  1.425 6.5150124722994E-4    0.8660742140838336 0.13392578591616644
  1.435 6.421803522369894E-4  0.864842036072283  0.13515796392771695
  1.445 6.285870769088125E-4  0.8746000480129126 0.12539995198708742
  1.455 6.222819278015728E-4  0.8733926207148262 0.12660737928517385
  1.465 6.160353005426918E-4  0.8727535642832507 0.12724643571674932
  1.475 6.049032719887314E-4  0.8737408693610289 0.1262591306389711 
  1.485 5.896624991794466E-4  0.8774414762830264 0.12255852371697362
  1.495 5.784054341356366E-4  0.8796332562590781 0.12036674374092193
  1.505 5.582303684304684E-4  0.8843241131402632 0.11567588685973684
  1.515 5.447860411133086E-4  0.8846151936043593 0.11538480639564075
  1.525 5.335130744588407E-4  0.8842058660982837 0.11579413390171633
  1.535 5.182994990656268E-4  0.8871864631047145 0.1128135368952855 
  1.545 5.121412497343804E-4  0.8871776787532251 0.11282232124677494
  1.555 5.097253954615066E-4  0.8826382429607122 0.11736175703928775
  1.565 4.953080442574212E-4  0.8875628544999199 0.1124371455000801 
  1.575 4.995076586510953E-4  0.8847150935223633 0.11528490647763667
  1.585 4.951638388988566E-4  0.8962694297786475 0.10373057022135246
  1.595 4.992761903182243E-4  0.8872019099944938 0.11279809000550622
